referrer,views_total,views_unique
bambuddy.cool,1790,920
Google,1680,759
hackaday.com,1433,966
github.com,1052,283
wiki.bambuddy.cool,381,151
china-gadgets.de,379,271
DuckDuckGo,209,116
Bing,196,79
youtube.com,161,90
itsfoss.com,95,59
