referrer,views_total,views_unique
bambuddy.cool,1056,526
Google,1012,475
github.com,818,241
wiki.bambuddy.cool,304,131
DuckDuckGo,169,62
hackaday.com,84,32
Bing,67,41
yandex.ru,66,8
teams.public.onecdn.static.microsoft,36,6
search.brave.com,32,20
