url_path,views_total,views_unique
/maziggy/bambuddy,4667,2525
/maziggy/bambuddy/issues,1530,408
/maziggy/bambuddy/releases,499,257
/maziggy/bambuddy/pulls,288,134
/maziggy/bambuddy/releases/tag/v0.2.4.4,180,154
/maziggy/bambuddy/releases/tag/v0.2.4.3,175,136
/maziggy/bambuddy/releases/tag/v0.2.4.2,140,104
/maziggy/bambuddy/blob/main/docker-compose.yml,134,88
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,116,109
/maziggy/bambuddy/pull/1505,115,10
