referrer,views_total,views_unique
bambuddy.cool,1031,524
Google,999,483
github.com,685,209
wiki.bambuddy.cool,291,124
DuckDuckGo,202,67
Bing,75,38
hackaday.com,73,36
search.brave.com,45,25
teams.public.onecdn.static.microsoft,35,6
qwant.com,27,3
