url_path,views_total,views_unique
/maziggy/bambuddy,3456,1362
/maziggy/bambuddy/issues,1314,255
/maziggy/bambuddy/releases,523,203
/maziggy/bambuddy/pulls,426,98
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,184,174
/maziggy/bambuddy/releases/tag/v0.2.3b1,116,69
/maziggy/bambuddy/tree/dev,107,29
/maziggy/bambuddy/pull/933,107,15
/maziggy/bambuddy/releases/tag/v0.2.3b2,93,45
/maziggy/bambuddy/stargazers,75,4
