url_path,views_total,views_unique
/maziggy/bambuddy,3535,1510
/maziggy/bambuddy/issues,1302,267
/maziggy/bambuddy/releases,487,184
/maziggy/bambuddy/pulls,355,96
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,208,198
/maziggy/bambuddy/releases/tag/v0.2.3b1,113,67
/maziggy/bambuddy/releases/tag/v0.2.2.2,95,73
/maziggy/bambuddy/tree/dev,84,26
/maziggy/bambuddy/tree/main,75,40
/maziggy/bambuddy/issues/839,75,11
