url_path,views_total,views_unique
/maziggy/bambuddy,3531,1516
/maziggy/bambuddy/issues,1338,270
/maziggy/bambuddy/releases,490,193
/maziggy/bambuddy/pulls,376,98
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,211,198
/maziggy/bambuddy/releases/tag/v0.2.3b1,113,67
/maziggy/bambuddy/tree/dev,103,28
/maziggy/bambuddy/releases/tag/v0.2.3b2,80,44
/maziggy/bambuddy/tree/main,79,42
/maziggy/bambuddy/releases/tag/v0.2.2.2,76,61
