url_path,views_total,views_unique
/maziggy/bambuddy,5784,3501
/maziggy/bambuddy/issues,1211,341
/maziggy/bambuddy/releases,486,277
/maziggy/bambuddy/releases/tag/v0.2.4.7,293,221
/maziggy/bambuddy/pulls,254,102
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,150,139
/maziggy/bambuddy/blob/main/docker-compose.yml,132,94
/maziggy/bambuddy/tree/main/install,117,99
/maziggy/bambuddy/blob/main/slicer-api/README.md,117,81
/maziggy/bambuddy/tree/main,115,86
