referrer,views_total,views_unique
bambuddy.cool,1726,898
Google,1622,730
hackaday.com,1473,982
github.com,990,288
china-gadgets.de,473,342
wiki.bambuddy.cool,387,150
Bing,215,88
DuckDuckGo,198,111
youtube.com,153,88
blog.adafruit.com,66,40
