url_path,views_total,views_unique
/maziggy/bambuddy,3539,1528
/maziggy/bambuddy/issues,1363,287
/maziggy/bambuddy/releases,472,188
/maziggy/bambuddy/pulls,274,98
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,199,187
/maziggy/bambuddy/releases/tag/v0.2.2.2,125,98
/maziggy/bambuddy/releases/tag/v0.2.3b1,103,62
/maziggy/bambuddy/stargazers,76,4
/maziggy/bambuddy/tree/main,67,39
/maziggy/bambuddy/blob/main/docker-compose.yml,66,46
