url_path,views_total,views_unique
/maziggy/bambuddy,2870,1652
/maziggy/bambuddy/issues,725,225
/maziggy/bambuddy/releases,353,214
/maziggy/bambuddy/releases/tag/v0.2.4.9,325,257
/maziggy/bambuddy/pulls,120,70
/maziggy/bambuddy/blob/main/docker-compose.yml,86,54
/maziggy/bambuddy/blob/main/slicer-api/README.md,85,57
/maziggy/bambuddy/tree/main,65,53
/maziggy/bambuddy/forks,53,9
/maziggy/bambuddy/issues/2549,52,5
