url_path,views_total,views_unique
/maziggy/bambuddy,3026,1432
/maziggy/bambuddy/issues,817,215
/maziggy/bambuddy/releases,555,346
/maziggy/bambuddy/releases/tag/v1.2.5.3,282,214
/maziggy/bambuddy/pulls,215,77
/maziggy/bambuddy/blob/main/slicer-api/README.md,77,57
/maziggy/bambuddy/tree/main/slicer-api,59,31
/maziggy/bambuddy/blob/main/docker-compose.yml,54,37
/maziggy/bambuddy/commits/main,46,15
/maziggy/bambuddy/issues/2919,43,36
