url_path,views_total,views_unique
/maziggy/bambuddy,3384,1330
/maziggy/bambuddy/issues,1348,257
/maziggy/bambuddy/releases,554,225
/maziggy/bambuddy/pulls,441,101
/maziggy/bambuddy/releases/tag/v0.2.3b3,131,72
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,130,120
/maziggy/bambuddy/pull/933,107,15
/maziggy/bambuddy/tree/dev,105,31
/maziggy/bambuddy/releases/tag/v0.2.3b2,93,45
/maziggy/bambuddy/releases/tag/v0.2.3,80,66
