url_path,views_total,views_unique
/maziggy/bambuddy,4538,2508
/maziggy/bambuddy/issues,1437,409
/maziggy/bambuddy/releases,487,257
/maziggy/bambuddy/pulls,265,130
/maziggy/bambuddy/releases/tag/v0.2.4.4,204,176
/maziggy/bambuddy/releases/tag/v0.2.4.3,177,138
/maziggy/bambuddy/blob/main/docker-compose.yml,143,92
/maziggy/bambuddy/blob/main/slicer-api/README.md,125,82
/maziggy/bambuddy/tree/main/slicer-api,124,70
/maziggy/bambuddy/pull/1505,120,11
