url_path,views_total,views_unique
/maziggy/bambuddy,2748,1619
/maziggy/bambuddy/issues,678,217
/maziggy/bambuddy/releases,313,200
/maziggy/bambuddy/releases/tag/v0.2.4.9,246,200
/maziggy/bambuddy/pulls,114,66
/maziggy/bambuddy/blob/main/docker-compose.yml,88,54
/maziggy/bambuddy/blob/main/slicer-api/README.md,80,53
/maziggy/bambuddy/commits/main,71,15
/maziggy/bambuddy/issues/2549,63,5
/maziggy/bambuddy/forks,59,8
