url_path,views_total,views_unique
/maziggy/bambuddy,3664,1580
/maziggy/bambuddy/issues,1417,292
/maziggy/bambuddy/releases,489,185
/maziggy/bambuddy/pulls,284,99
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,203,189
/maziggy/bambuddy/releases/tag/v0.2.2.2,122,96
/maziggy/bambuddy/releases/tag/v0.2.3b1,95,55
/maziggy/bambuddy/stargazers,79,4
/maziggy/bambuddy/issues/752,78,47
/maziggy/bambuddy/blob/main/docker-compose.yml,72,50
