url_path,views_total,views_unique
/maziggy/bambuddy,2794,1416
/maziggy/bambuddy/issues,628,179
/maziggy/bambuddy/releases,394,213
/maziggy/bambuddy/releases/tag/v1.2.5.5,167,144
/maziggy/bambuddy/pulls,150,55
/maziggy/bambuddy/blob/main/slicer-api/README.md,64,45
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,62,55
/maziggy/BamBuddy,57,42
/maziggy/bambuddy/tree/main/slicer-api,55,31
/maziggy/bambuddy/blob/main/docker-compose.yml,46,39
